Company,recom,pros,cons,sector
TD,1,Staff is amazing and managers are amazing,"most retail positions, few tellers it does get busy",Banks
TD,NA,"Getting to know the regular customers, flexible hours.",Your enjoyment and advancement within company will completely depend and rely on the managers of the branch.,Banks
TD,1,"Flexible hours, great people, benefits.",Too much red tape. Have to move through levels to have impact on salary. Movement in company is very much based on who you know rather than actual work outputs.,Banks
TD,0,Benefits and Perks.,Contractor centric environment  inexperienced leadership and poor culture,Banks
TD,0,Large company with movement opportunities,Politics and organization has changed fundamentally from caring about it's employee to ONLY  focus on bottom line,Banks
TD,0,Benefits were great Hours were manageable,Customers Management  Structure Training Draining when your constantly verbally abused by customers,Banks
TD,0,"- Good experience, banking Looks Good on resume - way More opportunities posted Internally than there are externally","- PAY - I work at a busy branch, there is no 15 minute break allowed. You get a 30 minutes break if you work 6 hours or more, but nothing if you work 5 hours or less",Banks
TD,1,"Emphasis on diversity, inclusion, employees are appreciated, good investment on training",Benefits are not the best in the industry.,Banks
TD,1,Great support from management. Good opportunities to move up and super flexible schedules.,Salary for the amount of work expected.,Banks
TD,NA,not too much overtime for the job,boring and poor IT support,Banks
TD,1,Good training and nice people to work with. Access to opportunities within the company.,Need to work more hours than expected. Increasing sales goals.,Banks
TD,1,"Excellent team, great supportive manager, WFH, benefits, all great.",Senior Leadership keeps re-orgs happening all the time.  No stability.  Bit of a culture of fear.  Too many middle managers.,Banks
TD,1,First step in a professional place. So much to learn,The lay is less More stress,Banks
TD,1,"Have a good enterprise culture, good place to work",slow pace with little bit inefficiency,Banks
TD,1,- Great team culture - work life balance,- limited Opportunity to move up within  - Low pay compared to responsibilities - not the best technology to Do my job,Banks
TD,1,Feels like a family. Good people.,Too much red tape. Too many departments. Too much politics.,Banks
TD,1,"supportive management, make good friends","weird hours sometimes, can be intimidating",Banks
TD,1,"Great manament team, they care about women and try to work on diversity on all employees they have. I have a great manager who cares about me and helps me a lot with training and on-boarding process.",Wish there is no evening shift to work from 12pm to 8pm. working for 11-7pm is ok,Banks
TD,NA,"Lots of opportunity, very inclusive","Steep learning curve at the start, but plenty of support",Banks
TD,NA,"Lots of opportunity, very inclusive","Steep learning curve at the start, but plenty of support",Banks
TD,1,Worklife balance compensation benefits free parking,It’s a job you have to go there. Lol,Banks
TD,1,"-benefits, culture, employee retention, Fast pace","-routine, growth, micro management, repeat",Banks
TD,1,"Large clients base, having lots of walkin client","Opening 7 days, unlike 8:00am to 8:00pm schedule",Banks
TD,1,many opportunities to grow and good benefits,"high turnover in management, makes you lose motivation",Banks
TD,1,Good culture  Diverse workforce,Na Na Na Na Na,Banks
TD,1,"The people, the atmosphere and the ability to move up within the company.",The compensation is a little below industry average.,Banks
TD,0,Good salary and benefits once you reach a senior level.,Systems are dated or when upgraded there are a lot of shortcuts that have to be employed. Minute by minute management style. If you don't reach sales goals you can be fired.,Banks
TD,1,Fair pay. Good bonus. Good people.,Long hours. Lots of pressure. Unachievable expectations.,Banks
TD,1,Great support and training,Lack of clear-cut role at the branch,Banks
TD,1,Ample opportunities to switch within departments,Attrition is high in certain departments,Banks
TD,1,Amazing benefits. Great work environment and very flexible work hours. They really do appreciate their employees.,Kind of difficult to move up in the retail branch level,Banks
TD,1,-continuous coaching/feedback -work culture -Great team and Good managers -branch outings and lunch -flexible scheduling,I liked everything except unpaid lunch break,Banks
TD,1,"Decent benefits, work hours, and comp",Gets a bit repetitive,Banks
TD,1,"have opportunity to promote every 6 months if performs well and consist pays not bad even all the CEA are offered as part-time, but if you perform well you will get the same hours as full-time",high pressure from supervisors and customers deal with angry customers all the time,Banks
TD,1,Amazing employer and good work ethics,Too over loaded. Bad work life balance,Banks
TD,1,TD is great place to work.  Work life balance is good. Recognition.  Pay is good but not the best I would say.,None so far as I am new to this company,Banks
TD,1,"Great brand, growth, a lot of opportunities","Inefficient IT system,  training program",Banks
TD,1,good work-life balance and coworkers,not much I can think of right now other than low pay,Banks
TD,NA,great flexibility with student hours,micromanagement isnt effective with everyone.,Banks
TD,NA,great flexibility with student hours,micromanagement isnt effective with everyone.,Banks
TD,0,not very much at all,hours for their employees around the area,Banks
TD,0,Fulfilling job Great coworkers and support,High stress work environment. Working late often with no compensation,Banks
TD,0,"Great culture, education can be good when you get it..","Management is never there, left to fend for ones self..",Banks
TD,NA,Good work life balance Good location in Downtown,Bureaucracy Too many layers of reporting Less pay,Banks
TD,1,"Development, opportunity, work life balance",so far happy with TD,Banks
TD,1,Great training  and people who are great,Distance  too far traffic jams,Banks
TD,1,- new opportunities - strong culture,- Regular departmental shuffles lead to constant job changes,Banks
TD,1,Great inclusive culture - happy employees; Sufficient support in terms of employee learning and development; Good work life balance,Insufficient salary growth; bureaucracy may slow down progress,Banks
TD,0,Banking is a good industry to start,"I work for TD Canada Trust , applied recently for a line of credit and to my surprise I was rejected. I really recommend considering our efforts as employees ......",Banks
TD,1,Great Management Decent Pay Structure Exclusive Benefits,Rarely held team meetings Stressful work,Banks
TD,1,I was exposed to a lot of different aspects of the finance industry,"Hours could be quite annoying as branch locations are open from 8am-8pm, making it hard to develop a work-life balance",Banks
TD,1,Friendly Customer service Quick and easy,Not many hours to work,Banks
TD,0,- Great way to gain experience in financial industry. - some Great colleagues to work with,- Very micromanagement. No chance to grow without your upper management team's support.  - Manager's  personal preference comes before employees' performance results. Very depressing environment. Unfair treatment. - Unrealistic sales goal. TD pushes hard for new money but does not care about business retention. - Bad culture,Banks
TD,0,Good company with lots potential to grow,you need your management team to support to move up. otherwise you stuck in your role. stressful environment as expected.,Banks
TD,1,Great place to work in,Nothing that I could think of,Banks
TD,NA,Nice facilities to work in Diverse workforce,Difficult to get ideas through in large company Employee appreciation can be lacking,Banks
TD,1,"easy job, guaranteed min hours, good team managers","terrible shift selection, repetitive",Banks
TD,1,"Good working culture, healthy environment and good leadership",Financial downturn may cause you job loss,Banks
TD,1,&gt;Excellent salary package &gt;Excellent work culture &gt;Flexible timings and lots of work from home options &gt;Nice people  &gt;Lots of incentives to move around the company and work for different teams and Lines of Businesses,None that I can think of,Banks
TD,NA,Competitive compensation and lots of support for professional advancement,New CEO meant new leadership trying to make a quick financial impact by making cuts in areas that did not require it. The various Operational teams ended up re-hiring less than 6 months after cuts were made.,Banks
TD,1,"- Great training program with lots of online modules, and in person workshops. They give you plenty of time to fully understand everything before putting you into work and it is not till 3 month later you get sales goals.  - Lots of community involvements, and small perks. Make sure you explore the many benefits and programs.  - Friendly working atmosphere, and support coworkers.","- Require minimum hours for part time, and not Very flexible with changing shifts.",Banks
TD,1,"Culture, attention to employees. Great first job. Flexible","To many sales meetings,lot of turnaround",Banks
TD,0,Benefits are good. There’s Tim Hortons in the office,No room to grow. People there are awful,Banks
TD,1,"Friendly, Growth opportunities, Great management Teams",I cannot think about any cons at this moment,Banks
TD,1,"big size organization; opportunity to network with other line of business, preferred rate on banking products",harder to move up unless you know people,Banks
TD,1,"TD offers a balanced lifestyle;  You have the flexibility to work from home, one of the most supportive and accommodating workplaces in whole of North America!",Very political - especially if you want Senior roles within the Organization;  Almost impossible to move up if you don’t know people!,Banks
TD,0,Absolutely nothing about this place is good,You name it just about as bad as it gets,Banks
TD,1,Love TD  Family bank  Great place to grow,"Not really, it all depends on your performance",Banks
TD,1,"good work environment, benefits, great coworkers","working weekends, standing long hours",Banks
TD,1,"good work environment, benefits, great coworkers","working weekends, standing long hours",Banks
TD,1,Good benefits and great career development,Work life balance+ limit vacation,Banks
TD,1,TD is so Inclusive and it has the best environment possible to work.,Variable hours as part time.,Banks
TD,1,"Managers very supportive and always asking if you're ok, if you have questions, how you're feeling about the job. The whole team is amazing. At least at my branch.",Standing all day... not an easy task.,Banks
TD,1,good co-workers  vacations and benefits for part timers as well which is good hours are okay,low pay not much advancement unless you are friends with management,Banks
TD,1,"Pay is nice, 17+/hr with OT available regularly",Sales goals are hard to hit,Banks
TD,1,-lots of Amazing people and opportunities within the business,-be ready to work hard in the beginning and Fast paced to learn everything,Banks
TD,1,Large company. Lots of opportunity for growth and development.,Low pay relative to other industries the require the same or less education.,Banks
TD,1,Great culture and work atmosphere,Low pay and slow in. Internal movement,Banks
TD,1,Pay bonuses  environment  colleagues  incentives,volume of calls schedule  time off hours,Banks
TD,NA,"- Very Professional training methods, thorough management and guidance","-  some full-time students May find it difficult to manage life/work since weekdays were necessary to work through, upon hiring.",Banks
TD,0,"very good environment, laid back","bad management , you wont learn much",Banks
TD,1,"- learn skills that you Can use to grow your career - fun place to work - benefits and vacation time are a plus - working day hours are Great, never have to work too late into the evening so you Can enjoy yourself, a few weekends off per month, all Major holidays off often with An extra day","- depending on the size of your branch, you may not be coached too much by managers, have to self initiate most learning, which may or may not be a problem for you - often times putting in more time than what you're getting paid for",Banks
TD,1,Pay is probably the highest amongst all the major banks for this particular job. Great incentive depends on performance. Helpful Managers that will always want you to improve.,"Compliance team will be going against you and make your life harder with stupid rules. DO NOT go on Cantonese or Mandarin queue as the working loads are 10 times busier than the English queue. incentive is only $1 more and it is not worth. Hard to get sales on those calls yet the goals remain the same. When you first applied for the job you would probably think you will be helping customer to do some fancy strategies, but turns out what you are doing is mostly customer service like address change, deregistration.",Banks
TD,NA,Benefits as a part-time are decent.,Dependent on your MCS and non guaranteed hours.,Banks
TD,1,Great experience  Great people  Team work,No weekends  Strict managment  Hard to book days off,Banks
TD,1,- laidback atmosphere - friendly management - fair pay - growth opportunities,- requires adequate conflict resolution skills at times,Banks
TD,0,"Community involvement, paid sick days",Friends promoting only friends,Banks
TD,1,Nice friendly work environment,Everything is fine I think,Banks
TD,0,Female Managers who were willing to help you,Sexism in the work place,Banks
TD,1,a lot of opportunity for growth and develop,"work load, however schedules are flexible so long as you can get your work done",Banks
TD,1,- decent job security - slow pace - ability to network,- slow pace - repetitive - not customer focused - Profits increasing annually,Banks
TD,NA,-TD is a Great employer and prioritize taking care of the employees,-not a rewarding job or experience,Banks
TD,1,"There are lots of possibility in TD, I meet very well prepared people and managers. They really help you to achieve targets. I really recommend","Improve team work, not enough team building activities",Banks
TD,NA,Opportunity for advancement is encouraged,None That come to mind.. maybe that sometimes its hard to maintain personal social life,Banks
TD,0,Decent Starter Money for an individual,Micromanagement. Leadership. Movement within the TD brand. Beware they sell you an analyst job which is really a call centre job,Banks
TD,1,"flexible work hours, supportive management",can give better pay,Banks
TD,NA,You get paid very well,It is really boring as a job,Banks
TD,1,Its a good place to work,Dealing with agitated customers over the phone channel,Banks
TD,NA,"Depending on the branch, you can feel like it's a big family. A lot of activities outside of working hours to meet other people is always fun.",Sometimes you can have to deal with a new manager that puts pressure on you because he struggle with his/her new job. Not a lot of flexible hours if you are new (under 5 years).,Banks
TD,NA,"Depending on the branch, you can feel like it's a big family. A lot of activities outside of working hours to meet other people is always fun.",Sometimes you can have to deal with a new manager that puts pressure on you because he struggle with his/her new job. Not a lot of flexible hours if you are new (under 5 years).,Banks
TD,1,Good work environment and much room for growth.,Income can be more,Banks
TD,1,"family-like branch, great experience I had with colleagues",You have to dress up all the time,Banks
TD,1,Good people  Lots of opportunity Good benefits Outstanding bonus,"Usual Toronto centric thinkers (only place where ""smart"" people are) Lots of uncertainty in future Change in culture since  Ed Clark left...went from being a cohesive and rationale thinking unit to one of excessive backstabbing (does that begin at the top of the house?)",Banks
TD,1,Good training and support from managers. Managers were good at providing a positive work environment.,Position can become tedious. Different programs at different levels of sophistication that perform different tasks can lead to information overload. No real book to find useful tips in.,Banks
TD,1,Friendly organization to work for,Too much ask from the upper management to the branch staff,Banks
TD,1,"Get to work with a great and driven team. Lots of opportunities for professional growth. Competitive compensation, especially if you exceed sales targets.","Not for you if you don't like sales. The role is very focused around revenue results. Can be stressful during low seasons, or if you are just starting out. Much of the result is dependant on macroeconomic and branch factors.",Banks
TD,1,Good culture to work with,"No too much, too much workload",Banks
TD,0,Steady employment. Usually work with good people.,FTE hour management. Very poor compensation for the work put into the job.,Banks
TD,1,Supportive team members No overtime for my role,Growth is possible but can seem limited Low pay,Banks
TD,NA,"Got work that felt like it was impactful to the company. Got involved with committees and had a generally good time, learnt lots!","Had a hard time settling in the beginning, doesn't really have a good intern environment",Banks
TD,0,"Staff benefit of free accounts and discounted rates on lending. Generally speaking everyone that worked with me at TD was great, TD hires talented people.",The branch is becoming extinct so you are expected to do more with less.,Banks
TD,1,good salary for what you're doing,not alot of skill development,Banks
TD,NA,Training and Management does a superb job.  They genuinely have your personal development and interest in mind even before you're hired.  Company has a great culture and recognizes the individual as well as branch performance.,Lineups can be neverending.  Customers can be difficult to work with.,Banks
TD,0,"Decent compensation, okay office space","Bad culture, could have better management",Banks
TD,1,Well developed and ample training including interactive  modules and physically shadowing other reps to learn the different functions of the service software and how different requests are fulfilled,"Working in customer service can certainly be a stressful job at times especially when you dont have the authority to assist someone who is already frustrated. This usually result in the TD representative having to mediate the situation and calm down the client. I'd definitely say it takes an extroverted person to succeed at this job. Nonetheless, TD retail level was  an excellent growing experience for me and the abundance of good spirited colleagues at my branch made going to work enjoyable and full of surprises.",Banks
TD,1,"Great supporting cultures, flexibility is high",expectation is high regards your score card,Banks
TD,1,-learn a lot -decent pay (better than Most) -interactive -a lot of room to move up,-a lot gets rushed on you  -you need a Good team,Banks
TD,1,Good place for beginners,None of above everything is good,Banks
TD,1,"You learn a lot in the job, advancement in the branch is possible, dealing with customers about banking helps you be more financially aware of business yourself. Everyday is different as you are dealing with different customer issues.",Compensation is no where close to enough for what is demanded for you outside of selling. You need to be very fast at multitasking through a lot of things at every interaction while at the same time providing above exceptional service. Pressure to sell is very present even though it is often downplayed by management and seen as coaching (reminder to meet your goals). If you meet or surpass your goals you are told that you could be doing even better. You are just rewarded for your efforts with a pat on the back.,Banks
TD,1,loved the experience and friendly environment,sometime stressfull and hectic but overall good,Banks
TD,1,You can advance easier in the role,hard to train new employees as lots of training,Banks
TD,0,the staff were very friendly,Not enough pay or hours,Banks
TD,1,"I was lucky enough to have a very supportive team. Since branch banking requires collaborative efforts between colleagues, this increased team morale and overall employee happiness. Duties can be challenging at first, but after repetitions it gets easier and more natural. Overall a wonderful experience.",Onboarding to the role was a little ambiguous and confusing since there wasn't too much guidance.,Banks
TD,1,"Good pay, employee growth, chill environment.","Irregular shift, work life balance, workload.",Banks
TD,1,The job can be fun depending on your personality. Great incentives for top performers.,Inflexible schedule when starting. The job becomes redundant eventually.,Banks
TD,1,- Great benefits - learning opportunities - Supportive leadership,"- often hectic - project delivery is required in a Very short timeline - lack of transparency between teams, even If working on the same project",Banks
TD,1,Decent pay and benefits for a part-time job,"Warning: Flexibility is beginning to go downhill big time, if you're planning a family vacation, or to spend time with your children, you have to do it a year in advance and you still might not get it off. You will receive constant emails from your team mates emailing everyone begging to trade shifts with someone in order to attend medical appointments, or exams because that is there only way to get it off  What you see on the news is true, you must deliver performance or every day when you start your shift, your manager will ""coach"" you, which basically means you'll awkwardly sit in their office, while they pressure you into performing better and making more sales.  The minimum hours a week you can work is 22.5 period, and depending on how you select your availability hours, this could be broken up into 5 little shifts which is very, very frustrating when you have to commute.  Manager's have an attitude of ""suck it up"" to employee's personal issues",Banks
TD,NA,Lots of autonomy and challenge,Strenous at times; long hours,Banks
TD,0,"- stable industry - fair salary - some employer benefits. Examples: bonus, training, mortgage rates - Location, you May move around and try different projects","- Extremely stressful environment, zero work/life balance. I had to do tons of overtime without time off in lieu  - Very low collaboration among teams and departments  - Too many artificial constraints created by the IT department  - Folks are decades behind the industry when it comes to software development  - People blaming the ""Agile Methodology"" for the chaos in the software development teams while refusing to recognize the root causes.",Banks
Scotiabank,1,"Culture, interesting work, competitive compensation and benefits, true focus on diversity and inclusion, upgrades and tech-enabled work ecosystems, leadership is accessible and encouraging, internal mobility opportunities",Is a complex organization so takes time to know it all,Banks
Scotiabank,NA,Great place to work. I am enjoying it so far,None right now. Will let you know in a few montgs,Banks
Scotiabank,1,Compensation is good Work environment is good,Work life balance can suffer,Banks
Scotiabank,NA,Very friendly and efficient work environment,limited budget with limited salary increase,Banks
Scotiabank,NA,Cool place to work here,Deal with politics and some micro managing depending on teams,Banks
Scotiabank,1,Wonderful executive team and great learning experience,Moderate workload and big team dynamics,Banks
Scotiabank,1,Friendly work environment and staff,Work time maybe vary and longer than expected,Banks
Scotiabank,1,Good pay Great team Good coffee  Amazing timing,Slow growth  Everything else was good.,Banks
Scotiabank,1,great management and nice clients,"no bonus and at times, stressful work",Banks
Scotiabank,1,"Good environment, nice benefits if you have enough hours, company is well building. After you figured out how the systems works, it is a not so hard job","Always have problem with low stuff, no time to catch up so many changes, really fast path work environment",Banks
Scotiabank,NA,"Average pay, great culture, team spirit encouraged","Long hours, pay could be better",Banks
Scotiabank,1,- Great colleagues and people - competitive salary,- not much focus on development - branch and Senior management focuses on keeping advisors at branch rather than promoting to other departments - working conditions are Mediocre at best - lots of maintenance,Banks
Scotiabank,NA,Good communication skills and friendly co-workers,"Stressful, less pay, boring after a few months",Banks
Scotiabank,0,"Good Culture, easy to make friends.","Very political, projects are agile (sometimes not enough time to deliver with good quality )",Banks
Scotiabank,1,- benefits  - salary - events (fun work events) - free movies ( won prizes and free cineplex movie tickets) -,- high expectations (meetings goals) - always someone watching/monitoring,Banks
Scotiabank,1,Great senior managers that took the time to coach and mentor.,Large bank with vanilla and diluted culture.  Frequent hiring and downsizing.,Banks
Scotiabank,1,"Employee Benefits, ability to move up within the company","Strict management, lack of creative and collaborative culture.",Banks
Scotiabank,1,good hours work life balance good ethics,limit opp to go up,Banks
Scotiabank,1,good first job- out of uni etc learn alot about customer service that you can use in future roles learn management of people (if given a leader role),should not be a forever job can get very boring if management doesn't have your back it will be very hard to suceed,Banks
Scotiabank,NA,"Good, would highly recommend. Perfect","Nothing, everything was really good",Banks
Scotiabank,NA,"Good company to work, nice culture and people.",Generally good.  No specific complain.,Banks
Scotiabank,1,"Compensation, overall culture and competitive learning and development opportunities.",senior management had poor people skills.,Banks
Scotiabank,NA,A great company work for at entry level,"lots of red tape, as per usual in the banking industry",Banks
Scotiabank,1,Good organization To work with,I don’t know any thing,Banks
Scotiabank,1,Good place to work  Always improving in all areas,Salaries average Adoption of New modern technologies slow,Banks
Scotiabank,1,"Friendly, Spanish friendly, ready to retire.","Lower pay increase, not so much high-income potential",Banks
Scotiabank,0,Products are easy to sell,Bad managerial hierarchy; pressure and micro managing,Banks
Scotiabank,0,People are really nice and fun,Management has no focus and isnt fair,Banks
Scotiabank,0,"ESOP, flex benefit, pension, coworkers",Does not pay to market and is not proactive to retain talent,Banks
Scotiabank,NA,Very supportive and friendly. Diversity,No areas for growth and developement,Banks
Scotiabank,NA,Large company with all the associated perks,Too many to list ...,Banks
Scotiabank,1,Staff is very professional and friendly.,Heavy workload. Many deadlines at the same time.,Banks
Scotiabank,1,"Good Team, Work life balance is great","Poor Management, No direct contact with the managers, Poor On boarding process",Banks
Scotiabank,0,Great long tenured employees who created a great culture.,Lots of restructuring means lots of staff turnover,Banks
Scotiabank,0,- competitive salary - potential for growth,- old systems needing vast updates - non supporting Senior management,Banks
Scotiabank,1,Good hours. Flexible for appointments,Hard to move to new departments,Banks
Scotiabank,NA,They have a pension plan,Need to treat employee's better,Banks
Scotiabank,0,- nothing that other banks Do not provide,"Overall Scotiabank Cons: - Constant risk of budget cuts - They have a hard time understanding the concept of meritocracy so the place has many entitled childre of top management (with the odd exception)  About the team I worked in - Toxic environment - *Always* short-staffed - Lack of regard over people's feelings: I once heard the boss mock the fact that someone took a day off to go to an aunt's funeral, dismissing it as a dumb way to use a day off - in front of the whole team (including the person that took the day off) - Total disregard for basic ethics: One of the directors asked his team to make sure not to give him a bad review of management (it was supposed to be anonymous) because that would translate into lower bonuses for everyone in his team. - I could go on but you get the point..",Banks
Scotiabank,1,- Diversity of work - Oppportunities to work hard,- tends to be repetitive work,Banks
Scotiabank,0,-Good for resume -Good part time job for university student,"Where do I even begin, -  nepotism.  - hiring incompetent staff from outside the bank when you have talent right in your district. - they say they want to help develop you but if you seem really good at your job, they would shrug it off and try keep you from advancing. And, you get called out for taking initiative to advance; hypocritical.",Banks
Scotiabank,0,"Nice building, cool coworkers (some)","Toxic power-tripping and petty managers who exhibit favoritism and workplace bullying. Low pay for amount of work and stress. Arbitrary numerical goals that are forced down our throat without consideration of the amount of bureaucratic work we have to do on top of the actual work (i.e. tracking every single task, daily huddles, sending out mandatory applauses each month). Also too many meetings and bureaucracy, meetings about meetings, annoying fake corporate ""coaching"" with managers. Just stop abusing us with meetings and let us do the work.",Banks
Scotiabank,1,"Scotiabank is a leading bank in the Americas. The bank has strong presence in Latin America, having the main base in Canada. Work-life balance (I'd term it 'Work-Life Integration') is ensured here in such a way, employees feel pride to say 'We are Scotiabankers'.","Pay structure is not too bad but it needs further review, making it more competitive.",Banks
Scotiabank,0,"Scotia is a big company, stable, convenient, and working toward some good goals.",Scotia doesn’t care one bit about employees - hiring outside consultants and resources over internal (what does that say about their confidence in their own work?!) and getting rid of people left and right. I and several of my colleagues have been significantly mistreated after taking maternity leaves. Managers act without regard for corporate policy. The wrong people (yes men who have no good ideas but who present well) are celebrated while the people capable of doing the work are relegated to poor long term prospects.,Banks
Scotiabank,NA,"Good culture, good people, interesting work","No work from home, sadly",Banks
Scotiabank,NA,-Good training and feedback from management,-there are No cons,Banks
Scotiabank,0,"Reasonable workload, nice people","Opportunities are limited, compensation is not competitive",Banks
Scotiabank,1,"Great benefits, friendly colleagues, great location",nothing to say negative about the company,Banks
Scotiabank,1,Best Team Work life Balance  Lots of coaching  Relaxed Environment,Should give work from home often when employee need it.,Banks
Scotiabank,1,Great work/Life balance (depending on your management team). Opportunity to make a change.,Too many ideas not enough resources to execute,Banks
Scotiabank,0,Good benefits and competitive pay,"It’s all about the bottom line: do more with less. They don’t care if it comes at the expense of their employees’ health. Then, they lay them off.",Banks
Scotiabank,1,"Agile workspaces, transparent compensation and benefits, great networking opportunities.","Lower pay (than comparable within the industry), legacy systems that need to be scrapped",Banks
Scotiabank,1,Great company culture &amp; environment.,Can be slow paced at times.,Banks
Scotiabank,NA,Benefits are fairly good working hours are flexibla,Pressure  no proper training provided,Banks
Scotiabank,1,wonderful team mates and employer take good care of the staffs well being,"management positions need to be awarded to employees who have excellent knowledge, quaification and skills to take on such positions",Banks
Scotiabank,1,"Great people, always changing, fast paced","Continuous restructuring, pay could be more competitive",Banks
Scotiabank,1,"Big organization, you can move to a different business line, increase your networking, good pension plan.","Management is poor...  benefits (std,ltd,) you paid for those.... Every year there is a transformation who can affect your job job security......",Banks
Scotiabank,1,"Corporate structure. You know when approximately when you can advance, when you'll get a raise. It's all pretty black and white.",Sitting in a cube office all day.,Banks
Scotiabank,0,Potential to branch out of the mainstream bank,No ability to advance based on skill. Very political,Banks
Scotiabank,1,Good enviroment and helpful people,"Not competitive compensation, very conservative when it comes to innovation and flexibility",Banks
Scotiabank,1,A lot of room to grow.,Very strict work protocol to follow.,Banks
Scotiabank,NA,Healthy group and leadership in my department,threat of closure of department,Banks
Scotiabank,0,"Nice people, some of the projects are pretty cool.","Digital Factory initially started and was advertised as a fancy workspace in order to attract IT talent. It was nice for a few years or so, but not anymore.  - They completely ran out of the office space. Heard the CEO talking about 350 people at Digital Factory on TV? That's how it was designed to be. And now double that number. There's 2 categories of people - those who joined DF early and claimed their seats/desks and new joiners who don't have that ""luxury"". You would think that having a desk and at least one extra screen for a developer (or any role, really) is the least employers can do, but none of the new joiners get that. If you join now you will end up working from a cafeteria or just sitting in the hallway with a laptop on your knees hurting your back while being surrounded by a bunch of people as if you are sitting in the middle of the St. Lawrence market on Sunday. To be fair if you work there long enough to see somebody from your team leave - you can try to claim ""dead man's"" seat. Nice, eh. - Very noisy environment. Which is caused by the overpopulation of the space. It's impossible to book a meeting room and people are forced to have ""meetings"" right at their desks. - They completely banned GitHub in the whole bank not realizing that the world runs on the back of the Open Source software. If you actively deal with Open Source tech - try to code for a day without being able even to browse GitHub and see how it goes for you. But then the management said that we had to compete with the Big Tech who's running full speed into the banking space. See the problem here? - Their food is some cheap processed junk 50% of the time. Digital Factory is located quite far from the downtown core and there is no food courts around to buy food from. They have their own cafeteria that feeds you with a bunch of carbs at a discount. You'll have to cook unless you want to eat that.",Banks
Scotiabank,1,Free banking and internal support and opportunity to be promoted,"Training is self driven, you only do as well as you are driven to. For those who expect to just cruise, you're not going to be successful or happy.",Banks
Scotiabank,1,"Scotiabank is a huge organization, so this varies a lot depending on the division/area, this review is for Scotiabank International Banking division based in Toronto: - In general, good work/life balance. - Good work environment, colleagues are friendly.",- Chaotic: Multi million dollar projects and priorities Can change suddenly not due to market conditions but due to politics or disorganization of Senior executives. - Mediocre bonus compensation.,Banks
Scotiabank,0,you will find a group of nice people,Below market pay and benefits. Senior management seems to have no clear strategy.,Banks
Scotiabank,NA,It gives you the opportunity to learn about the banking field and gives room for promotion in the company.,The bank is a stressful working environment not suited for everyone.,Banks
Scotiabank,NA,"exposure, different business knowledge, flexibility in selecting rotation",not definite position after completion,Banks
Scotiabank,NA,"Helping customers, excellent staff, loved getting to know my customers over 30 years, banking experience. excellent people skills learned","Management, abrasive customers, company standards",Banks
Scotiabank,0,Ecosystem and working from home,Political. Terrible culture. People are only looking out for themselves Have low job security,Banks
Scotiabank,0,Benefits had great coverage for low cost. Co-workers were great to be a part of a team.,"Competing with your co-workers.  You'll have the brand Scotiabank behind you, but you're taking the same approach as EJ or IG in terms of acquiring business (cold calling).  Little referrals from branch which leads you to do account openings or just withdrawals to help branch.",Banks
Scotiabank,1,"Scotia offers great employee flex-benefits, esop, great social assistance. I was lucky to work at a branch with a fun work environment and made friends with my co-workers. Starting out as a CSR was a really good opportunity that taught me a lot of essential skills. In addition, the company would be more than happy to help you climb the ladder if you show interest.","The new management system they had around the time I left was very frustrating. The work schedules were very unfavourable. You’d work weird hours like 11-2pm sometimes or 1-5pm.  So it’s hard to get another part time job as the work hours are awkward. It’s also hard to get more work hours as that’s one of the company’s focus on cutting. They try to run lean on staff and it can be really stressful if you’re working at a busy branch. Due to those reasons and more, there’s always a high turnover. Then again it’s more of an entry level temp job.",Banks
Scotiabank,0,some days allowed from home,high stress and long hours with high demands,Banks
Scotiabank,NA,a lot of opportunity for personal growth,"can be demanding if you don't learn the right skills (i.e. prospecting, persuasion, sales)",Banks
Scotiabank,NA,Great bank. I enjoyed worked with BNS.,No complaints. I took the early retirement a year ago due to my company changed the pension plan.,Banks
Scotiabank,1,"Good pay and benefits, community involvement, opportunities for growth and progression","Heavy workload, high targets, too many “priorities” in job",Banks
Scotiabank,NA,environment is really good and culture,not enough hours only part time,Banks
Scotiabank,1,"Great people, good leadership and career opportunities!",Nothing worth noting at this time,Banks
Scotiabank,NA,more opportunity to move up,lots of over time and too much micro management,Banks
Scotiabank,1,"- Welcoming and filled with driven, smart and motivated people. - Looking to make big positive jumps in organizational culture and digital. - The Bank is going through a revamp of sorts in multiple segments and looking to become more innovative, diverse, and forward looking. The progress has been good so far. - Scotiabank's ability to inspire internal networking, provide opportunities, and empower individuals reach their potential is very well developed.","- Scotiabank still have a reputation as a bank that tends to follow (RBC and TD) rather than take initiative/risks and lead. it will take some work to shed this reputation. - while there is a Good level of ethnic and gender Diversity in the director and VP level, higher up executive levels still Require More Diversity in their make-up. - there is a sentiment among workers that the bank Could Do better to offer More competitive Compensation to its workers.",Banks
Scotiabank,1,"Friendly environment, healthy culture, constant growth, and education.","pay is not worth writing home about, getting full-time hours is a battle.",Banks
Scotiabank,NA,Good benefits and good work life balance,No outline for career progression. Nothing tailored to towards personal development within the role or company,Banks
Scotiabank,0,Great place to work,"don't like hiring, too much work.",Banks
Scotiabank,NA,Good coaching program A lot of resources are available,Salary raise is slow  Serve as small contributor unit,Banks
